,Years,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Wind,April,August,December,February,January,July,June,March,May,November,October,September,Acre,Alagoas,Amapa,Amazonas,Bahia,Ceara,Distrito Federal,Espirito Santo,Goias,Maranhao,Mato Grosso,Minas Gerais,Paraiba,Pará,Pernambuco,Piau,Rio
973,2014,-58.75,33.119,96.0,20.246,0.0,0.929075621,17.56722652,0.707791251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
974,2015,-58.75,30.658,96.0,18.730999999999998,2.3826614040000003,0.944147161,23.58012695,0.89103706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
975,2016,-58.75,34.709,96.0,22.993000000000002,2.320863466,1.0768530920000001,17.26199617,0.71057826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
976,2017,-58.75,29.22,96.0,20.581999999999997,12.596509800000002,0.978802576,26.95083214,0.931406647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
977,1998,-58.75,32.363,96.0,21.445,0.7038116999999999,1.106576136,26.08691898,0.814327528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
978,1999,-58.75,28.533,96.0,22.090999999999998,16.14132468,0.794241493,22.91266214,0.9347550020000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
979,2000,-58.75,27.413,96.0,21.371,13.40332037,1.057599543,21.71019248,0.9446817040000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
980,2001,-58.75,25.69,96.0,22.355999999999998,7.870678596,1.231199807,15.738002599999998,0.9597094999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
981,2002,-58.75,26.901999999999997,96.0,21.71,16.68204691,1.095963923,20.22022451,0.965850613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
982,2003,-58.75,27.394000000000002,96.0,21.053,13.10462496,0.949255884,20.65120157,0.9581876970000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
983,2004,-58.75,31.391,96.0,22.965,0.758742804,1.50070679,24.99316268,0.776076787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
984,2005,-58.75,33.686,96.0,21.51,0.0,1.249703275,18.832132,0.674927453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
985,2006,-58.75,30.1,96.0,21.525,6.35833944,1.092155673,16.33144529,0.908339467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
986,2007,-58.75,33.931999999999995,96.0,22.925,4.868319528,1.191391204,17.54043319,0.858840754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
987,2008,-58.75,35.696,96.0,22.579,0.00686646,0.925387165,18.98880658,0.587493928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
988,2009,-58.75,35.144,96.0,22.721999999999998,0.10299682800000001,1.15596586,17.46911568,0.69375899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
989,2010,-58.75,30.052,96.0,23.326999999999998,6.385798393,0.883780693,22.08254681,0.8996455870000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
990,2011,-58.75,28.499000000000002,96.0,22.004,108.61358600000001,0.8487604759999999,8.113841853,0.939116085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
991,2012,-58.75,28.76,96.0,22.504,9.689422788,1.187067121,15.34558122,0.945267871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
992,2013,-58.75,27.026,96.0,20.859,20.99590376,1.022626722,26.78882806,0.953028505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
993,2014,-58.75,26.73,96.0,23.41,17.16956699,0.835365302,10.29438871,0.9715696859999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
994,2015,-58.75,28.218000000000004,96.0,21.678,9.283447872,0.9890399390000001,20.78780334,0.946645115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
995,2016,-58.75,28.002,96.0,23.04,14.87787998,0.969027257,18.84880174,0.9550069370000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
996,2017,-58.75,31.941999999999997,96.0,18.657,0.066947933,1.186201595,22.60809113,0.793070112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
997,1998,-58.75,33.639,96.0,20.705,0.042915352000000004,1.181278854,24.89631624,0.666884252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
998,1999,-58.75,33.306999999999995,96.0,21.509,2.341461319,1.233904146,20.75367959,0.791001829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
999,2000,-58.75,29.307,96.0,21.357,6.37893738,1.13310704,27.17274774,0.925524954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,2001,-58.75,31.666,96.0,22.272,8.7925014,1.221659284,25.96632002,0.811688544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1001,2002,-58.75,27.113000000000003,96.0,21.394000000000002,10.33229808,0.7101924709999999,16.48879576,0.961272248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,2003,-58.75,27.765,96.0,21.77,9.166722037000001,1.212514167,25.24474674,0.943732035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1003,2004,-58.75,23.653000000000002,96.0,22.006999999999998,15.20404456,0.790786124,1.652565567,0.97929275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1004,2005,-58.75,27.517,96.0,23.14,18.01930028,1.1841946,11.4799453,0.949830857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1005,2006,-58.75,28.714000000000002,96.0,23.406,14.28051564,1.351858346,21.53580585,0.938291654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1006,2007,-58.75,27.783,96.0,23.053,7.42435182,1.273471029,24.5822763,0.941642623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1007,2008,-58.75,27.234,96.0,22.618000000000002,17.69313365,0.965020399,16.85433725,0.9546087659999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1008,2009,-58.75,28.945999999999998,96.0,22.434,5.572126742000001,1.0473853990000002,21.14858712,0.905630303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1009,2010,-58.75,27.116999999999997,96.0,21.475,10.23444504,0.7062337759999999,11.62416568,0.964982308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1010,2011,-61.875,29.546,146.0,24.465,3.3225085439999997,1.145419613,17.60299488,0.865837795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,2012,-61.875,33.874,146.0,22.363000000000003,4.952427631,1.2485699,16.50250712,0.896488136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,2013,-61.875,24.506999999999998,146.0,22.334,42.08963733,0.712848728,2.038668552,0.980607262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1013,2014,-61.875,27.904,146.0,22.461,9.39673818,0.8278411459999999,20.04626664,0.961345687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1014,2015,-61.875,29.844,146.0,21.504,4.058075333000001,1.1067027440000001,15.15453804,0.8950497340000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1015,2016,-61.875,28.535,146.0,22.160999999999998,5.9223161520000005,0.985734695,21.19494654,0.845605827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1016,2017,-61.875,34.510999999999996,146.0,23.2,0.0,1.753421678,21.64314996,0.438423565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1017,1998,-61.875,34.985,146.0,22.061999999999998,0.0,1.176372634,12.47692032,0.528432798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1018,1999,-61.875,38.288000000000004,146.0,23.518,0.024032592000000002,1.436068378,17.72285047,0.421026175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1019,2000,-61.875,42.744,146.0,22.283,0.0034332259999999997,0.907998515,17.48728296,0.453699322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1020,2001,-61.875,28.811,146.0,21.552,40.74892569,1.255881897,11.5293933,0.906728463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021,2002,-61.875,28.794,146.0,22.680999999999997,5.584148568,1.0881450540000002,14.963792399999999,0.920455648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,2003,-61.875,28.69,146.0,22.28,28.3327133,0.608772754,22.64072886,0.956685272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1023,2004,-61.875,29.679000000000002,146.0,22.64,7.350542525,0.529016496,13.72252608,0.9242899179999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1024,2005,-61.875,29.346,146.0,22.266,5.9652398589999995,1.400396744,20.82161621,0.896202363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1025,2006,-61.875,31.362,146.0,21.538,3.5980212380000003,1.4104113280000001,25.3658799,0.8432524929999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1026,2007,-61.875,28.435,146.0,21.943,1.60160058,1.302973687,13.79469438,0.91336784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1027,2008,-61.875,26.908,146.0,17.262,0.27980796199999997,1.557360464,13.270221900000001,0.8515219490000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1028,2009,-61.875,33.736999999999995,146.0,19.288,1.193046386,1.060634468,14.55097464,0.73859127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1029,2010,-61.875,37.258,146.0,16.52,0.0,1.283354127,24.22800036,0.363856866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1030,2011,-61.875,41.13399999999999,146.0,20.984,0.0,1.054484041,11.79073361,0.392741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1031,2012,-61.875,34.218,146.0,22.143,0.72097776,1.318956565,24.63648696,0.67417468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1032,2013,-61.875,42.656000000000006,146.0,20.666,0.0,1.191552613,18.74002644,0.405871537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,2014,-61.875,37.734,146.0,21.896,0.269508528,1.1204892229999999,15.79932972,0.5842055629999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1034,2015,-61.875,26.39,146.0,20.070999999999998,0.24375927600000002,1.038669571,12.18313188,0.8876203109999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,2016,-61.875,31.284000000000002,146.0,22.316,9.528922944,1.024671579,16.88079816,0.892665684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1036,2017,-61.875,30.025,146.0,21.289,44.63538093,0.931397653,13.65170868,0.94065079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1037,1998,-61.875,31.62,146.0,21.094,2.279662466,0.863286566,27.575828100000003,0.826121012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1038,1999,-61.875,30.436999999999998,146.0,20.999000000000002,0.600814886,0.509657008,12.449925,0.897345925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1039,2000,-61.875,30.67,146.0,19.211,0.573348924,0.845977072,10.61257518,0.86195304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1040,2001,-61.875,29.991,146.0,18.905,0.0,1.178155538,14.603620499999998,0.656890292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1041,2002,-61.875,32.273,146.0,16.283,0.59738148,1.6252158859999999,23.07785634,0.598089164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1042,2003,-61.875,40.159,146.0,20.142,0.0,1.170796144,26.32066999,0.31137884600000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1043,2004,-61.875,35.532,146.0,24.171999999999997,0.0,1.336064266,14.48004708,0.423122084,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,2005,-61.875,39.293,146.0,25.826,0.46863576,1.75702402,21.31025994,0.455394687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1045,2006,-61.875,34.713,146.0,21.713,0.293541012,1.171857045,21.9060612,0.637181865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1046,2007,-61.875,28.226999999999997,146.0,22.009,0.0,1.294412301,6.995246400000001,0.79346459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1047,2008,-61.875,31.473000000000003,146.0,22.607,11.79828785,0.7472726540000001,24.59469197,0.897479592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1048,2009,-61.875,30.671999999999997,146.0,21.408,0.235176091,0.685835535,16.02719478,0.8694616190000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1049,2010,-61.875,31.59,146.0,21.496,3.263285261,1.058014167,17.45831599,0.861439085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1050,2011,-61.875,27.55,146.0,20.561999999999998,8.104134938,0.48847119200000005,16.18993307,0.956616347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,2012,-61.875,33.03,146.0,20.279,1.6960138919999999,0.905644715,13.93149492,0.81966634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1052,2013,-61.875,26.816,146.0,12.855,0.0,2.092049223,21.80036772,0.635701263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,2014,-61.875,33.983000000000004,146.0,23.543000000000003,0.0,1.450058869,14.7843081,0.5045975229999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1054,2015,-61.875,39.966,146.0,18.542,0.0,0.8526224570000001,25.85401362,0.37048839299999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1055,2016,-61.875,29.846999999999998,146.0,17.410999999999998,15.6298086,1.6062222959999999,18.43976117,0.7507451629999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1056,2017,-61.875,36.731,146.0,24.058000000000003,0.0,1.4058834219999998,15.43668804,0.522577561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1057,1998,-61.875,37.749,146.0,21.291,0.034332264,0.89325857,18.053548199999998,0.5829542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058,1999,-61.875,31.561999999999998,146.0,23.393,7.92732425,0.9978175509999999,23.1504102,0.870646855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,2000,-61.875,32.579,146.0,20.02,7.233813748999999,0.966910077,26.19568998,0.8790806640000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1060,2001,-61.875,25.023000000000003,146.0,21.156,2.2298824369999997,0.8880027709999999,5.18844276,0.9576007590000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1061,2002,-61.875,30.775,146.0,22.195999999999998,8.991621,0.915316153,27.85184827,0.928898673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1062,2003,-61.875,27.241999999999997,146.0,22.119,15.41518992,1.117587057,22.500852300000002,0.960471528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,2004,-61.875,31.739,146.0,22.627,1.7955781919999998,0.805065699,13.00032918,0.858931607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1064,2005,-61.875,33.848,146.0,15.921,0.0,1.385130369,22.4749674,0.552339061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,2006,-61.875,35.278,146.0,22.147,0.0,1.011014626,7.10353206,0.595976993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,2007,-61.875,40.525999999999996,146.0,19.203,0.0,0.9044844390000001,24.97561794,0.37371265200000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,2008,-61.875,39.679,146.0,21.598000000000003,0.0,0.9951072209999999,24.66849204,0.5077770110000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1068,2009,-61.875,40.866,146.0,23.284000000000002,0.26779176,1.121002433,14.37823242,0.558635655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1069,2010,-61.875,29.896,146.0,22.127,3.30620112,1.410301961,21.05138736,0.8055769740000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,2011,-61.875,35.047,146.0,20.491999999999997,11.87553323,0.8239670840000001,26.79260436,0.8425696340000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1071,2012,-61.875,31.003,146.0,19.748,0.0,1.323454393,18.78750792,0.801202819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,2013,-61.875,29.156999999999996,146.0,22.0,10.663603199999999,0.920070297,20.82830695,0.9406474779999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1073,2014,-61.875,31.274,146.0,23.39,21.37183416,0.926276653,24.87139128,0.896101739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1074,2015,-61.875,27.391,146.0,22.781999999999996,16.18079976,1.027787019,20.35315746,0.9672646490000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1075,2016,-61.875,29.983,146.0,21.075,3.199767811,0.645003915,15.82194553,0.8883189159999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,2017,-61.875,29.829,146.0,17.539,0.02746584,0.8070021690000001,9.00731196,0.8295809190000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1077,1998,-61.875,34.891999999999996,146.0,16.927,0.0034332259999999997,0.677782931,12.86707637,0.727196886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1078,1999,-61.875,32.163000000000004,146.0,19.647000000000002,0.017166146,1.2207483479999999,14.87446711,0.604281538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1079,2000,-61.875,36.515,146.0,26.146,0.0,1.019596755,14.74740533,0.457532485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1080,2001,-61.875,36.964,146.0,21.432,0.21972672,0.805806748,16.0635915,0.71257165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081,2002,-61.875,25.245,146.0,21.653000000000002,52.839954000000006,0.880788612,3.3692127480000003,0.973145728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1082,2003,-61.875,36.664,146.0,20.928,0.070381166,0.876200834,23.10609006,0.656158124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,2004,-61.875,27.6,146.0,22.214000000000002,23.20860087,0.602188493,11.41554276,0.952272242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1084,2005,-61.875,26.811,146.0,22.895,10.17093391,1.003942691,14.86147662,0.960485334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1085,2006,-61.875,27.241999999999997,146.0,21.616999999999997,2.786065517,1.157253776,12.412856699999999,0.927408683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1086,2007,-61.875,28.038,146.0,24.122,7.5290732060000005,0.544196629,16.38219546,0.949308377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1087,2008,-61.875,34.284,146.0,22.345,0.7827759,1.474221113,18.76196304,0.7311579579999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1088,2009,-61.875,30.654,146.0,20.352999999999998,3.38859756,1.550660432,21.15095778,0.8046963009999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1089,2010,-61.875,35.852,146.0,18.851,0.0,1.106776931,20.94479766,0.524847317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1090,2011,-61.875,35.736999999999995,146.0,21.44,0.0,1.035972055,12.10297358,0.44290976200000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1091,2012,-61.875,37.175,146.0,23.006,0.48580200000000007,1.048110622,13.5361125,0.651609074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1092,2013,-61.875,35.863,146.0,22.391,0.92525508,1.136989872,13.41343224,0.581189532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1093,2014,-61.875,29.308000000000003,146.0,22.974,11.81202012,1.018453042,19.08129042,0.9007709079999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1094,2015,-61.875,30.398000000000003,146.0,21.909000000000002,0.644588806,1.019249251,15.02747442,0.830819722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1095,2016,-61.875,35.048,146.0,22.253,9.334943532,0.612166761,13.9327884,0.8793636770000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1096,2017,-61.875,26.659000000000002,146.0,22.506999999999998,12.04719473,1.002037463,14.88909582,0.9537234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1097,1998,-61.875,26.947,146.0,23.689,23.13652068,0.631696203,2.451489498,0.9732403140000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1098,1999,-61.875,30.849,146.0,22.412,2.27451474,0.9217014490000001,17.26666848,0.900378408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,2000,-61.875,32.813,146.0,17.142,3.505329432,1.0351329809999998,22.723315200000002,0.802456024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
