year,state,month,number,date
2004,Alagoas,Dezembro,71,"Thursday, January 1, 2004"
2005,Alagoas,Dezembro,16,"Saturday, January 1, 2005"
2006,Alagoas,Dezembro,30,"Sunday, January 1, 2006"
2007,Alagoas,Dezembro,33,"Monday, January 1, 2007"
2008,Alagoas,Dezembro,34,"Tuesday, January 1, 2008"
2009,Alagoas,Dezembro,55,"Thursday, January 1, 2009"
2010,Alagoas,Dezembro,45,"Friday, January 1, 2010"
2011,Alagoas,Dezembro,50,"Saturday, January 1, 2011"
2012,Alagoas,Dezembro,59,"Sunday, January 1, 2012"
2013,Alagoas,Dezembro,42,"Tuesday, January 1, 2013"
2014,Alagoas,Dezembro,24,"Wednesday, January 1, 2014"
2015,Alagoas,Dezembro,136,"Thursday, January 1, 2015"
2016,Alagoas,Dezembro,155,"Friday, January 1, 2016"
1998,Amapa,Janeiro,0,"Thursday, January 1, 1998"
1999,Amapa,Janeiro,0,"Friday, January 1, 1999"
2000,Amapa,Janeiro,2,"Saturday, January 1, 2000"
2001,Amapa,Janeiro,0,"Monday, January 1, 2001"
2002,Amapa,Janeiro,7,"Tuesday, January 1, 2002"
2003,Amapa,Janeiro,31,"Wednesday, January 1, 2003"
2004,Amapa,Janeiro,38,"Thursday, January 1, 2004"
2005,Amapa,Janeiro,109,"Saturday, January 1, 2005"
2006,Amapa,Janeiro,6,"Sunday, January 1, 2006"
2007,Amapa,Janeiro,0,"Monday, January 1, 2007"
2008,Amapa,Janeiro,2,"Tuesday, January 1, 2008"
2009,Amapa,Janeiro,4,"Thursday, January 1, 2009"
2010,Amapa,Janeiro,2,"Friday, January 1, 2010"
2011,Amapa,Janeiro,0,"Saturday, January 1, 2011"
2012,Amapa,Janeiro,30,"Sunday, January 1, 2012"
2013,Amapa,Janeiro,3,"Tuesday, January 1, 2013"
2014,Amapa,Janeiro,10,"Wednesday, January 1, 2014"
2015,Amapa,Janeiro,14,"Thursday, January 1, 2015"
2016,Amapa,Janeiro,19,"Friday, January 1, 2016"
2017,Amapa,Janeiro,2,"Sunday, January 1, 2017"
1998,Amapa,Fevereiro,0,"Thursday, January 1, 1998"
1999,Amapa,Fevereiro,1,"Friday, January 1, 1999"
2000,Amapa,Fevereiro,0,"Saturday, January 1, 2000"
2001,Amapa,Fevereiro,0,"Monday, January 1, 2001"
2002,Amapa,Fevereiro,2,"Tuesday, January 1, 2002"
2003,Amapa,Fevereiro,0,"Wednesday, January 1, 2003"
2004,Amapa,Fevereiro,2,"Thursday, January 1, 2004"
2005,Amapa,Fevereiro,1,"Saturday, January 1, 2005"
2006,Amapa,Fevereiro,2,"Sunday, January 1, 2006"
2007,Amapa,Fevereiro,0,"Monday, January 1, 2007"
2008,Amapa,Fevereiro,0,"Tuesday, January 1, 2008"
2009,Amapa,Fevereiro,0,"Thursday, January 1, 2009"
2010,Amapa,Fevereiro,0,"Friday, January 1, 2010"
2011,Amapa,Fevereiro,3,"Saturday, January 1, 2011"
2012,Amapa,Fevereiro,5,"Sunday, January 1, 2012"
2013,Amapa,Fevereiro,0,"Tuesday, January 1, 2013"
2014,Amapa,Fevereiro,2,"Wednesday, January 1, 2014"
2015,Amapa,Fevereiro,1,"Thursday, January 1, 2015"
2016,Amapa,Fevereiro,1,"Friday, January 1, 2016"
2017,Amapa,Fevereiro,0,"Sunday, January 1, 2017"
1998,Amapa,Março,0,"Thursday, January 1, 1998"
1999,Amapa,Março,2,"Friday, January 1, 1999"
2000,Amapa,Março,0,"Saturday, January 1, 2000"
2001,Amapa,Março,0,"Monday, January 1, 2001"
2002,Amapa,Março,0,"Tuesday, January 1, 2002"
2003,Amapa,Março,1,"Wednesday, January 1, 2003"
2004,Amapa,Março,0,"Thursday, January 1, 2004"
2005,Amapa,Março,0,"Saturday, January 1, 2005"
2006,Amapa,Março,0,"Sunday, January 1, 2006"
2007,Amapa,Março,0,"Monday, January 1, 2007"
2008,Amapa,Março,1,"Tuesday, January 1, 2008"
2009,Amapa,Março,1,"Thursday, January 1, 2009"
2010,Amapa,Março,2,"Friday, January 1, 2010"
2011,Amapa,Março,0,"Saturday, January 1, 2011"
2012,Amapa,Março,1,"Sunday, January 1, 2012"
2013,Amapa,Março,0,"Tuesday, January 1, 2013"
2014,Amapa,Março,1,"Wednesday, January 1, 2014"
2015,Amapa,Março,2,"Thursday, January 1, 2015"
2016,Amapa,Março,5,"Friday, January 1, 2016"
2017,Amapa,Março,0,"Sunday, January 1, 2017"
1998,Amapa,Abril,0,"Thursday, January 1, 1998"
1999,Amapa,Abril,0,"Friday, January 1, 1999"
2000,Amapa,Abril,0,"Saturday, January 1, 2000"
2001,Amapa,Abril,0,"Monday, January 1, 2001"
2002,Amapa,Abril,0,"Tuesday, January 1, 2002"
2003,Amapa,Abril,2,"Wednesday, January 1, 2003"
2004,Amapa,Abril,0,"Thursday, January 1, 2004"
2005,Amapa,Abril,0,"Saturday, January 1, 2005"
2006,Amapa,Abril,0,"Sunday, January 1, 2006"
2007,Amapa,Abril,0,"Monday, January 1, 2007"
2008,Amapa,Abril,2,"Tuesday, January 1, 2008"
2009,Amapa,Abril,0,"Thursday, January 1, 2009"
2010,Amapa,Abril,2,"Friday, January 1, 2010"
2011,Amapa,Abril,0,"Saturday, January 1, 2011"
2012,Amapa,Abril,2,"Sunday, January 1, 2012"
2013,Amapa,Abril,2,"Tuesday, January 1, 2013"
2014,Amapa,Abril,0,"Wednesday, January 1, 2014"
2015,Amapa,Abril,0,"Thursday, January 1, 2015"
2016,Amapa,Abril,0,"Friday, January 1, 2016"
2017,Amapa,Abril,3,"Sunday, January 1, 2017"
1998,Amapa,Maio,0,"Thursday, January 1, 1998"
1999,Amapa,Maio,0,"Friday, January 1, 1999"
2000,Amapa,Maio,0,"Saturday, January 1, 2000"
2001,Amapa,Maio,0,"Monday, January 1, 2001"
2002,Amapa,Maio,3,"Tuesday, January 1, 2002"
2003,Amapa,Maio,0,"Wednesday, January 1, 2003"
2004,Amapa,Maio,0,"Thursday, January 1, 2004"
2005,Amapa,Maio,0,"Saturday, January 1, 2005"
2006,Amapa,Maio,0,"Sunday, January 1, 2006"
2007,Amapa,Maio,0,"Monday, January 1, 2007"
2008,Amapa,Maio,0,"Tuesday, January 1, 2008"
2009,Amapa,Maio,2,"Thursday, January 1, 2009"
2010,Amapa,Maio,2,"Friday, January 1, 2010"
2011,Amapa,Maio,2,"Saturday, January 1, 2011"
2012,Amapa,Maio,2,"Sunday, January 1, 2012"
2013,Amapa,Maio,0,"Tuesday, January 1, 2013"
2014,Amapa,Maio,0,"Wednesday, January 1, 2014"
2015,Amapa,Maio,0,"Thursday, January 1, 2015"
2016,Amapa,Maio,1,"Friday, January 1, 2016"
2017,Amapa,Maio,1,"Sunday, January 1, 2017"
1998,Amapa,Junho,0,"Thursday, January 1, 1998"
1999,Amapa,Junho,2,"Friday, January 1, 1999"
2000,Amapa,Junho,0,"Saturday, January 1, 2000"
2001,Amapa,Junho,0,"Monday, January 1, 2001"
2002,Amapa,Junho,0,"Tuesday, January 1, 2002"
2003,Amapa,Junho,0,"Wednesday, January 1, 2003"
2004,Amapa,Junho,5,"Thursday, January 1, 2004"
2005,Amapa,Junho,2,"Saturday, January 1, 2005"
2006,Amapa,Junho,0,"Sunday, January 1, 2006"
2007,Amapa,Junho,0,"Monday, January 1, 2007"
2008,Amapa,Junho,0,"Tuesday, January 1, 2008"
2009,Amapa,Junho,1,"Thursday, January 1, 2009"
2010,Amapa,Junho,0,"Friday, January 1, 2010"
2011,Amapa,Junho,0,"Saturday, January 1, 2011"
2012,Amapa,Junho,7,"Sunday, January 1, 2012"
2013,Amapa,Junho,1,"Tuesday, January 1, 2013"
2014,Amapa,Junho,0,"Wednesday, January 1, 2014"
2015,Amapa,Junho,3,"Thursday, January 1, 2015"
2016,Amapa,Junho,2,"Friday, January 1, 2016"
2017,Amapa,Junho,2,"Sunday, January 1, 2017"
1998,Amapa,Julho,0,"Thursday, January 1, 1998"
1999,Amapa,Julho,0,"Friday, January 1, 1999"
2000,Amapa,Julho,0,"Saturday, January 1, 2000"
2001,Amapa,Julho,1,"Monday, January 1, 2001"
2002,Amapa,Julho,1,"Tuesday, January 1, 2002"
2003,Amapa,Julho,0,"Wednesday, January 1, 2003"
2004,Amapa,Julho,2,"Thursday, January 1, 2004"
2005,Amapa,Julho,0,"Saturday, January 1, 2005"
2006,Amapa,Julho,0,"Sunday, January 1, 2006"
2007,Amapa,Julho,0,"Monday, January 1, 2007"
2008,Amapa,Julho,0,"Tuesday, January 1, 2008"
2009,Amapa,Julho,4,"Thursday, January 1, 2009"
2010,Amapa,Julho,2,"Friday, January 1, 2010"
2011,Amapa,Julho,5,"Saturday, January 1, 2011"
2012,Amapa,Julho,3,"Sunday, January 1, 2012"
2013,Amapa,Julho,1,"Tuesday, January 1, 2013"
2014,Amapa,Julho,4,"Wednesday, January 1, 2014"
2015,Amapa,Julho,5,"Thursday, January 1, 2015"
2016,Amapa,Julho,1,"Friday, January 1, 2016"
2017,Amapa,Julho,3,"Sunday, January 1, 2017"
1998,Amapa,Agosto,1,"Thursday, January 1, 1998"
1999,Amapa,Agosto,0,"Friday, January 1, 1999"
2000,Amapa,Agosto,3,"Saturday, January 1, 2000"
2001,Amapa,Agosto,12,"Monday, January 1, 2001"
2002,Amapa,Agosto,18,"Tuesday, January 1, 2002"
2003,Amapa,Agosto,14,"Wednesday, January 1, 2003"
2004,Amapa,Agosto,9,"Thursday, January 1, 2004"
2005,Amapa,Agosto,4,"Saturday, January 1, 2005"
2006,Amapa,Agosto,11,"Sunday, January 1, 2006"
2007,Amapa,Agosto,5,"Monday, January 1, 2007"
2008,Amapa,Agosto,4,"Tuesday, January 1, 2008"
2009,Amapa,Agosto,20,"Thursday, January 1, 2009"
2010,Amapa,Agosto,1,"Friday, January 1, 2010"
2011,Amapa,Agosto,16,"Saturday, January 1, 2011"
2012,Amapa,Agosto,19,"Sunday, January 1, 2012"
2013,Amapa,Agosto,9,"Tuesday, January 1, 2013"
2014,Amapa,Agosto,18,"Wednesday, January 1, 2014"
2015,Amapa,Agosto,40,"Thursday, January 1, 2015"
2016,Amapa,Agosto,37,"Friday, January 1, 2016"
2017,Amapa,Agosto,33,"Sunday, January 1, 2017"
1998,Amapa,Setembro,20,"Thursday, January 1, 1998"
1999,Amapa,Setembro,4,"Friday, January 1, 1999"
2000,Amapa,Setembro,19,"Saturday, January 1, 2000"
2001,Amapa,Setembro,95,"Monday, January 1, 2001"
2002,Amapa,Setembro,73,"Tuesday, January 1, 2002"
2003,Amapa,Setembro,88,"Wednesday, January 1, 2003"
2004,Amapa,Setembro,67,"Thursday, January 1, 2004"
2005,Amapa,Setembro,97,"Saturday, January 1, 2005"
2006,Amapa,Setembro,112,"Sunday, January 1, 2006"
2007,Amapa,Setembro,61,"Monday, January 1, 2007"
2008,Amapa,Setembro,83,"Tuesday, January 1, 2008"
2009,Amapa,Setembro,188,"Thursday, January 1, 2009"
2010,Amapa,Setembro,63,"Friday, January 1, 2010"
2011,Amapa,Setembro,128,"Saturday, January 1, 2011"
2012,Amapa,Setembro,168,"Sunday, January 1, 2012"
2013,Amapa,Setembro,85,"Tuesday, January 1, 2013"
2014,Amapa,Setembro,137,"Wednesday, January 1, 2014"
2015,Amapa,Setembro,192,"Thursday, January 1, 2015"
2016,Amapa,Setembro,142,"Friday, January 1, 2016"
2017,Amapa,Setembro,95,"Sunday, January 1, 2017"
1998,Amapa,Outubro,42,"Thursday, January 1, 1998"
1999,Amapa,Outubro,25,"Friday, January 1, 1999"
2000,Amapa,Outubro,42,"Saturday, January 1, 2000"
2001,Amapa,Outubro,194,"Monday, January 1, 2001"
2002,Amapa,Outubro,557,"Tuesday, January 1, 2002"
2003,Amapa,Outubro,355,"Wednesday, January 1, 2003"
2004,Amapa,Outubro,412,"Thursday, January 1, 2004"
2005,Amapa,Outubro,335,"Saturday, January 1, 2005"
2006,Amapa,Outubro,405,"Sunday, January 1, 2006"
2007,Amapa,Outubro,162,"Monday, January 1, 2007"
2008,Amapa,Outubro,395,"Tuesday, January 1, 2008"
2009,Amapa,Outubro,765,"Thursday, January 1, 2009"
2010,Amapa,Outubro,265,"Friday, January 1, 2010"
2011,Amapa,Outubro,304,"Saturday, January 1, 2011"
2012,Amapa,Outubro,475,"Sunday, January 1, 2012"
2013,Amapa,Outubro,385,"Tuesday, January 1, 2013"
2014,Amapa,Outubro,480,"Wednesday, January 1, 2014"
2015,Amapa,Outubro,827,"Thursday, January 1, 2015"
2016,Amapa,Outubro,793,"Friday, January 1, 2016"
2017,Amapa,Outubro,468,"Sunday, January 1, 2017"
1998,Amapa,Novembro,131,"Thursday, January 1, 1998"
1999,Amapa,Novembro,26,"Friday, January 1, 1999"
2000,Amapa,Novembro,157,"Saturday, January 1, 2000"
2001,Amapa,Novembro,406,"Monday, January 1, 2001"
2002,Amapa,Novembro,1.096,"Tuesday, January 1, 2002"
2003,Amapa,Novembro,750,"Wednesday, January 1, 2003"
2004,Amapa,Novembro,949,"Thursday, January 1, 2004"
2005,Amapa,Novembro,685,"Saturday, January 1, 2005"
2006,Amapa,Novembro,207,"Sunday, January 1, 2006"
2007,Amapa,Novembro,198,"Monday, January 1, 2007"
2008,Amapa,Novembro,266,"Tuesday, January 1, 2008"
2009,Amapa,Novembro,1.019,"Thursday, January 1, 2009"
2010,Amapa,Novembro,339,"Friday, January 1, 2010"
2011,Amapa,Novembro,282,"Saturday, January 1, 2011"
2012,Amapa,Novembro,969,"Sunday, January 1, 2012"
2013,Amapa,Novembro,341,"Tuesday, January 1, 2013"
2014,Amapa,Novembro,484,"Wednesday, January 1, 2014"
2015,Amapa,Novembro,1.3,"Thursday, January 1, 2015"
2016,Amapa,Novembro,1.161,"Friday, January 1, 2016"
2017,Amapa,Novembro,858,"Sunday, January 1, 2017"
1998,Amapa,Dezembro,84,"Thursday, January 1, 1998"
1999,Amapa,Dezembro,41,"Friday, January 1, 1999"
2000,Amapa,Dezembro,30,"Saturday, January 1, 2000"
2001,Amapa,Dezembro,593,"Monday, January 1, 2001"
2002,Amapa,Dezembro,200,"Tuesday, January 1, 2002"
2003,Amapa,Dezembro,411,"Wednesday, January 1, 2003"
2004,Amapa,Dezembro,777,"Thursday, January 1, 2004"
2005,Amapa,Dezembro,38,"Saturday, January 1, 2005"
2006,Amapa,Dezembro,74,"Sunday, January 1, 2006"
2007,Amapa,Dezembro,14,"Monday, January 1, 2007"
2008,Amapa,Dezembro,32,"Tuesday, January 1, 2008"
2009,Amapa,Dezembro,123,"Thursday, January 1, 2009"
2010,Amapa,Dezembro,43,"Friday, January 1, 2010"
2011,Amapa,Dezembro,360,"Saturday, January 1, 2011"
2012,Amapa,Dezembro,422,"Sunday, January 1, 2012"
2013,Amapa,Dezembro,148,"Tuesday, January 1, 2013"
2014,Amapa,Dezembro,354,"Wednesday, January 1, 2014"
2015,Amapa,Dezembro,269,"Thursday, January 1, 2015"
2016,Amapa,Dezembro,491,"Friday, January 1, 2016"
1998,Amazonas,Janeiro,0,"Thursday, January 1, 1998"
1999,Amazonas,Janeiro,3,"Friday, January 1, 1999"
2000,Amazonas,Janeiro,7,"Saturday, January 1, 2000"
2001,Amazonas,Janeiro,3,"Monday, January 1, 2001"
2002,Amazonas,Janeiro,17,"Tuesday, January 1, 2002"
2003,Amazonas,Janeiro,158,"Wednesday, January 1, 2003"
2004,Amazonas,Janeiro,123,"Thursday, January 1, 2004"
2005,Amazonas,Janeiro,44,"Saturday, January 1, 2005"
2006,Amazonas,Janeiro,20,"Sunday, January 1, 2006"
2007,Amazonas,Janeiro,37,"Monday, January 1, 2007"
2008,Amazonas,Janeiro,16,"Tuesday, January 1, 2008"
2009,Amazonas,Janeiro,9,"Thursday, January 1, 2009"
2010,Amazonas,Janeiro,82,"Friday, January 1, 2010"
2011,Amazonas,Janeiro,53,"Saturday, January 1, 2011"
2012,Amazonas,Janeiro,6,"Sunday, January 1, 2012"
2013,Amazonas,Janeiro,37,"Tuesday, January 1, 2013"
2014,Amazonas,Janeiro,46,"Wednesday, January 1, 2014"
2015,Amazonas,Janeiro,35,"Thursday, January 1, 2015"
2016,Amazonas,Janeiro,770,"Friday, January 1, 2016"
2017,Amazonas,Janeiro,65,"Sunday, January 1, 2017"
1998,Amazonas,Fevereiro,0,"Thursday, January 1, 1998"
1999,Amazonas,Fevereiro,43,"Friday, January 1, 1999"
2000,Amazonas,Fevereiro,62,"Saturday, January 1, 2000"
2001,Amazonas,Fevereiro,8,"Monday, January 1, 2001"
2002,Amazonas,Fevereiro,2,"Tuesday, January 1, 2002"
2003,Amazonas,Fevereiro,62,"Wednesday, January 1, 2003"
2004,Amazonas,Fevereiro,92,"Thursday, January 1, 2004"
2005,Amazonas,Fevereiro,6,"Saturday, January 1, 2005"
2006,Amazonas,Fevereiro,10,"Sunday, January 1, 2006"
2007,Amazonas,Fevereiro,92,"Monday, January 1, 2007"
2008,Amazonas,Fevereiro,32,"Tuesday, January 1, 2008"
2009,Amazonas,Fevereiro,3,"Thursday, January 1, 2009"
2010,Amazonas,Fevereiro,81,"Friday, January 1, 2010"
2011,Amazonas,Fevereiro,30,"Saturday, January 1, 2011"
2012,Amazonas,Fevereiro,25,"Sunday, January 1, 2012"
2013,Amazonas,Fevereiro,16,"Tuesday, January 1, 2013"
2014,Amazonas,Fevereiro,49,"Wednesday, January 1, 2014"
2015,Amazonas,Fevereiro,107,"Thursday, January 1, 2015"
2016,Amazonas,Fevereiro,275,"Friday, January 1, 2016"
2017,Amazonas,Fevereiro,52,"Sunday, January 1, 2017"
1998,Amazonas,Março,0,"Thursday, January 1, 1998"
1999,Amazonas,Março,7,"Friday, January 1, 1999"
2000,Amazonas,Março,69,"Saturday, January 1, 2000"
2001,Amazonas,Março,6,"Monday, January 1, 2001"
2002,Amazonas,Março,5,"Tuesday, January 1, 2002"
2003,Amazonas,Março,64,"Wednesday, January 1, 2003"
2004,Amazonas,Março,6,"Thursday, January 1, 2004"
2005,Amazonas,Março,12,"Saturday, January 1, 2005"
2006,Amazonas,Março,20,"Sunday, January 1, 2006"
2007,Amazonas,Março,6,"Monday, January 1, 2007"
2008,Amazonas,Março,10,"Tuesday, January 1, 2008"
2009,Amazonas,Março,11,"Thursday, January 1, 2009"
2010,Amazonas,Março,116,"Friday, January 1, 2010"
2011,Amazonas,Março,49,"Saturday, January 1, 2011"
2012,Amazonas,Março,17,"Sunday, January 1, 2012"
2013,Amazonas,Março,49,"Tuesday, January 1, 2013"
2014,Amazonas,Março,50,"Wednesday, January 1, 2014"
2015,Amazonas,Março,46,"Thursday, January 1, 2015"
2016,Amazonas,Março,140,"Friday, January 1, 2016"
2017,Amazonas,Março,45,"Sunday, January 1, 2017"
1998,Amazonas,Abril,0,"Thursday, January 1, 1998"
1999,Amazonas,Abril,2,"Friday, January 1, 1999"
2000,Amazonas,Abril,18,"Saturday, January 1, 2000"
2001,Amazonas,Abril,1,"Monday, January 1, 2001"
2002,Amazonas,Abril,2,"Tuesday, January 1, 2002"
2003,Amazonas,Abril,11,"Wednesday, January 1, 2003"
2004,Amazonas,Abril,4,"Thursday, January 1, 2004"
2005,Amazonas,Abril,5,"Saturday, January 1, 2005"
2006,Amazonas,Abril,5,"Sunday, January 1, 2006"
2007,Amazonas,Abril,0,"Monday, January 1, 2007"
2008,Amazonas,Abril,13,"Tuesday, January 1, 2008"
2009,Amazonas,Abril,1,"Thursday, January 1, 2009"
2010,Amazonas,Abril,11,"Friday, January 1, 2010"
2011,Amazonas,Abril,5,"Saturday, January 1, 2011"
2012,Amazonas,Abril,3,"Sunday, January 1, 2012"
2013,Amazonas,Abril,20,"Tuesday, January 1, 2013"
2014,Amazonas,Abril,25,"Wednesday, January 1, 2014"
2015,Amazonas,Abril,24,"Thursday, January 1, 2015"
2016,Amazonas,Abril,22,"Friday, January 1, 2016"
2017,Amazonas,Abril,20,"Sunday, January 1, 2017"
1998,Amazonas,Maio,0,"Thursday, January 1, 1998"
1999,Amazonas,Maio,0,"Friday, January 1, 1999"
2000,Amazonas,Maio,51,"Saturday, January 1, 2000"
2001,Amazonas,Maio,0,"Monday, January 1, 2001"
2002,Amazonas,Maio,8,"Tuesday, January 1, 2002"
2003,Amazonas,Maio,2,"Wednesday, January 1, 2003"
2004,Amazonas,Maio,0,"Thursday, January 1, 2004"
2005,Amazonas,Maio,8,"Saturday, January 1, 2005"
2006,Amazonas,Maio,4,"Sunday, January 1, 2006"
2007,Amazonas,Maio,0,"Monday, January 1, 2007"
2008,Amazonas,Maio,1,"Tuesday, January 1, 2008"
2009,Amazonas,Maio,3,"Thursday, January 1, 2009"
2010,Amazonas,Maio,13,"Friday, January 1, 2010"
2011,Amazonas,Maio,6,"Saturday, January 1, 2011"
2012,Amazonas,Maio,12,"Sunday, January 1, 2012"
2013,Amazonas,Maio,19,"Tuesday, January 1, 2013"
2014,Amazonas,Maio,12,"Wednesday, January 1, 2014"
2015,Amazonas,Maio,10,"Thursday, January 1, 2015"
2016,Amazonas,Maio,30,"Friday, January 1, 2016"
2017,Amazonas,Maio,40,"Sunday, January 1, 2017"
1998,Amazonas,Junho,2,"Thursday, January 1, 1998"
1999,Amazonas,Junho,7,"Friday, January 1, 1999"
2000,Amazonas,Junho,6,"Saturday, January 1, 2000"
2001,Amazonas,Junho,5,"Monday, January 1, 2001"
2002,Amazonas,Junho,5,"Tuesday, January 1, 2002"
2003,Amazonas,Junho,3,"Wednesday, January 1, 2003"
2004,Amazonas,Junho,12,"Thursday, January 1, 2004"
2005,Amazonas,Junho,78,"Saturday, January 1, 2005"
2006,Amazonas,Junho,9,"Sunday, January 1, 2006"
2007,Amazonas,Junho,23,"Monday, January 1, 2007"
2008,Amazonas,Junho,7,"Tuesday, January 1, 2008"
2009,Amazonas,Junho,13,"Thursday, January 1, 2009"
2010,Amazonas,Junho,9,"Friday, January 1, 2010"
2011,Amazonas,Junho,22,"Saturday, January 1, 2011"
2012,Amazonas,Junho,45,"Sunday, January 1, 2012"
2013,Amazonas,Junho,56,"Tuesday, January 1, 2013"
2014,Amazonas,Junho,74,"Wednesday, January 1, 2014"
2015,Amazonas,Junho,33,"Thursday, January 1, 2015"
2016,Amazonas,Junho,90,"Friday, January 1, 2016"
2017,Amazonas,Junho,119,"Sunday, January 1, 2017"
1998,Amazonas,Julho,71,"Thursday, January 1, 1998"
1999,Amazonas,Julho,11,"Friday, January 1, 1999"
2000,Amazonas,Julho,39,"Saturday, January 1, 2000"
2001,Amazonas,Julho,9,"Monday, January 1, 2001"
2002,Amazonas,Julho,146,"Tuesday, January 1, 2002"
2003,Amazonas,Julho,180,"Wednesday, January 1, 2003"
2004,Amazonas,Julho,177,"Thursday, January 1, 2004"
2005,Amazonas,Julho,676,"Saturday, January 1, 2005"
2006,Amazonas,Julho,123,"Sunday, January 1, 2006"
2007,Amazonas,Julho,116,"Monday, January 1, 2007"
2008,Amazonas,Julho,108,"Tuesday, January 1, 2008"
2009,Amazonas,Julho,199,"Thursday, January 1, 2009"
2010,Amazonas,Julho,640,"Friday, January 1, 2010"
2011,Amazonas,Julho,271,"Saturday, January 1, 2011"
2012,Amazonas,Julho,234,"Sunday, January 1, 2012"
2013,Amazonas,Julho,248,"Tuesday, January 1, 2013"
2014,Amazonas,Julho,202,"Wednesday, January 1, 2014"
2015,Amazonas,Julho,356,"Thursday, January 1, 2015"
2016,Amazonas,Julho,1.137,"Friday, January 1, 2016"
2017,Amazonas,Julho,1.975,"Sunday, January 1, 2017"
1998,Amazonas,Agosto,321,"Thursday, January 1, 1998"
1999,Amazonas,Agosto,259,"Friday, January 1, 1999"
2000,Amazonas,Agosto,180,"Saturday, January 1, 2000"
2001,Amazonas,Agosto,501,"Monday, January 1, 2001"
2002,Amazonas,Agosto,741,"Tuesday, January 1, 2002"
2003,Amazonas,Agosto,1.867,"Wednesday, January 1, 2003"
2004,Amazonas,Agosto,1.207,"Thursday, January 1, 2004"
2005,Amazonas,Agosto,2.316,"Saturday, January 1, 2005"
2006,Amazonas,Agosto,1.422,"Sunday, January 1, 2006"
2007,Amazonas,Agosto,2.241,"Monday, January 1, 2007"
2008,Amazonas,Agosto,861,"Tuesday, January 1, 2008"
2009,Amazonas,Agosto,1.321,"Thursday, January 1, 2009"
2010,Amazonas,Agosto,3.727,"Friday, January 1, 2010"
2011,Amazonas,Agosto,1.243,"Saturday, January 1, 2011"
2012,Amazonas,Agosto,3.011,"Sunday, January 1, 2012"
2013,Amazonas,Agosto,1.276,"Tuesday, January 1, 2013"
2014,Amazonas,Agosto,3.852,"Wednesday, January 1, 2014"
2015,Amazonas,Agosto,4.564,"Thursday, January 1, 2015"
2016,Amazonas,Agosto,3.611,"Friday, January 1, 2016"
2017,Amazonas,Agosto,6.316,"Sunday, January 1, 2017"
1998,Amazonas,Setembro,267,"Thursday, January 1, 1998"
1999,Amazonas,Setembro,216,"Friday, January 1, 1999"
2000,Amazonas,Setembro,189,"Saturday, January 1, 2000"
2001,Amazonas,Setembro,166,"Monday, January 1, 2001"
2002,Amazonas,Setembro,928,"Tuesday, January 1, 2002"
2003,Amazonas,Setembro,1.401,"Wednesday, January 1, 2003"
2004,Amazonas,Setembro,911,"Thursday, January 1, 2004"
2005,Amazonas,Setembro,2.812,"Saturday, January 1, 2005"
2006,Amazonas,Setembro,2.218,"Sunday, January 1, 2006"
2007,Amazonas,Setembro,1.36,"Monday, January 1, 2007"
2008,Amazonas,Setembro,998,"Tuesday, January 1, 2008"
2009,Amazonas,Setembro,3.091,"Thursday, January 1, 2009"
2010,Amazonas,Setembro,2.781,"Friday, January 1, 2010"
2011,Amazonas,Setembro,1.295,"Saturday, January 1, 2011"
2012,Amazonas,Setembro,2.392,"Sunday, January 1, 2012"
2013,Amazonas,Setembro,1.739,"Tuesday, January 1, 2013"
2014,Amazonas,Setembro,3.057,"Wednesday, January 1, 2014"
